Lead Origin,Lead Source,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,Tags,Last Notable Activity
Landing Page Submission,Direct Traffic,1,3.0,1387,3.0,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Email Opened
API,Olark Chat,1,4.0,338,4.0,SMS Sent,Unknown,Unemployed,Busy,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Page Visited on Website,Unknown,Unknown,Unknown,Page Visited on Website
Landing Page Submission,Direct Traffic,0,2.0,223,2.0,Email Opened,Finance Management,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Unknown,Olark Chat Conversation
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Olark Chat Conversation
Landing Page Submission,Organic Search,0,9.0,540,9.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Ringing,SMS Sent
Landing Page Submission,Organic Search,1,10.0,47,3.33,Email Opened,Finance Management,Working Professional,Will revert after reading the email,Email Opened
Landing Page Submission,Google,1,4.0,875,4.0,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,62,2.0,SMS Sent,Healthcare Management,Unemployed,invalid number,SMS Sent
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,3.0,176,1.5,SMS Sent,Finance Management,Unknown,Unknown,Modified
Landing Page Submission,Facebook,0,4.0,388,4.0,SMS Sent,Unknown,Student,Busy,SMS Sent
Landing Page Submission,Google,0,2.0,543,2.0,Email Opened,Media and Advertising,Unemployed,Ringing,Email Opened
Landing Page Submission,Organic Search,0,6.0,943,2.0,SMS Sent,Operations Management,Unemployed,switched off,SMS Sent
API,Google,1,3.0,167,1.5,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Direct Traffic,1,4.0,1655,2.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Organic Search,0,9.0,127,4.5,SMS Sent,IT Projects Management,Unemployed,wrong number given,SMS Sent
Landing Page Submission,Google,1,5.0,858,1.67,SMS Sent,Marketing Management,Unemployed,Unknown,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Healthcare Management,Unemployed,Diploma holder (Not Eligible),Email Opened
API,Organic Search,0,4.0,157,4.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
Landing Page Submission,Organic Search,0,3.0,1328,1.5,SMS Sent,Human Resource Management,Unemployed,Ringing,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Page Visited on Website,Unknown,Unknown,Unknown,Page Visited on Website
Landing Page Submission,Direct Traffic,0,1.0,224,1.0,Converted to Lead,Supply Chain Management,Student,Already a student,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,0,8.0,277,2.67,Email Opened,Marketing Management,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,1,2.0,418,2.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Modified
API,Organic Search,0,5.0,1030,5.0,SMS Sent,Unknown,Unemployed,switched off,SMS Sent
Landing Page Submission,Organic Search,0,4.0,1134,4.0,Converted to Lead,Hospitality Management,Unemployed,Ringing,Modified
Landing Page Submission,Organic Search,0,17.0,1439,3.4,Page Visited on Website,Rural and Agribusiness,Unemployed,Ringing,Page Visited on Website
Landing Page Submission,Google,0,6.0,1259,2.0,SMS Sent,"Banking, Investment And Insurance",Unknown,Unknown,Modified
API,Google,0,2.0,467,2.0,Email Opened,Unknown,Unemployed,Diploma holder (Not Eligible),Email Opened
Lead Add Form,Reference,0,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,Lost to Others,Modified
API,Google,0,2.0,137,2.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Organic Search,0,9.0,157,4.5,Email Bounced,Human Resource Management,Unemployed,Already a student,Modified
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Marketing Management,Working Professional,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,1,6.0,1266,3.0,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Modified
Landing Page Submission,Google,0,5.0,383,5.0,Email Opened,Business Administration,Unemployed,Interested in other courses,Email Opened
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
Landing Page Submission,Google,0,4.0,1346,4.0,Email Opened,Operations Management,Unemployed,Ringing,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Organic Search,0,2.0,151,2.0,Converted to Lead,Business Administration,Unemployed,Interested in other courses,Modified
Landing Page Submission,Direct Traffic,1,3.0,1129,3.0,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Interested in other courses,Modified
API,Olark Chat,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Modified
API,Organic Search,1,3.0,51,3.0,SMS Sent,Operations Management,Unemployed,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,46,2.0,Email Opened,Finance Management,Unemployed,Already a student,Email Opened
API,Direct Traffic,0,4.0,65,4.0,Converted to Lead,Unknown,Unemployed,Already a student,Modified
API,Google,1,2.0,958,1.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
API,Olark Chat,1,0.0,0,0.0,Email Opened,Rural and Agribusiness,Unemployed,Will revert after reading the email,Email Opened
API,Organic Search,1,3.0,235,1.5,SMS Sent,Unknown,Unemployed,Lost to EINS,Modified
Landing Page Submission,Organic Search,0,7.0,168,3.5,Page Visited on Website,Healthcare Management,Unemployed,Already a student,Modified
Landing Page Submission,Direct Traffic,0,1.0,495,1.0,Email Bounced,IT Projects Management,Unemployed,wrong number given,Email Bounced
Landing Page Submission,Direct Traffic,0,5.0,354,2.5,Email Opened,Healthcare Management,Unknown,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,0,2.0,32,2.0,Email Opened,Business Administration,Unemployed,wrong number given,Email Opened
Landing Page Submission,Direct Traffic,1,4.0,1530,2.0,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Interested in other courses,Modified
Landing Page Submission,Direct Traffic,0,5.0,369,5.0,Email Opened,Finance Management,Unemployed,Already a student,Email Opened
Landing Page Submission,Direct Traffic,0,10.0,307,2.5,Page Visited on Website,Services Excellence,Unknown,Unknown,Page Visited on Website
Landing Page Submission,Direct Traffic,0,5.0,154,5.0,Email Bounced,IT Projects Management,Unemployed,number not provided,Email Bounced
Landing Page Submission,Organic Search,0,6.0,501,6.0,Email Bounced,IT Projects Management,Unknown,Unknown,Modified
API,Google,1,2.0,406,1.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
API,Organic Search,1,3.0,1584,1.5,Email Link Clicked,Finance Management,Working Professional,Closed by Horizzon,Modified
API,Google,0,1.0,206,1.0,Converted to Lead,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,0,4.0,141,2.0,Email Opened,IT Projects Management,Unemployed,Ringing,Email Opened
API,Organic Search,0,2.0,116,2.0,SMS Sent,Unknown,Unemployed,switched off,SMS Sent
Landing Page Submission,Direct Traffic,0,3.0,557,3.0,Email Bounced,IT Projects Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,3.0,166,3.0,SMS Sent,Marketing Management,Unemployed,Busy,SMS Sent
API,Google,0,2.0,247,2.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,1243,2.0,Email Opened,Marketing Management,Unknown,Unknown,Email Opened
Landing Page Submission,Google,1,3.0,1264,3.0,Email Opened,IT Projects Management,Unemployed,Lost to EINS,Modified
Landing Page Submission,Google,0,3.0,148,3.0,Converted to Lead,Operations Management,Unemployed,Not doing further education,Modified
Landing Page Submission,Google,0,5.0,187,5.0,Email Opened,Finance Management,Unemployed,Unknown,Email Opened
Landing Page Submission,Direct Traffic,0,2.0,641,2.0,Email Opened,Supply Chain Management,Unemployed,Interested in other courses,Email Opened
Landing Page Submission,Direct Traffic,0,16.0,725,4.0,Email Opened,Human Resource Management,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,4.0,175,4.0,SMS Sent,Media and Advertising,Unknown,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,3.0,146,3.0,SMS Sent,Operations Management,Unemployed,switched off,SMS Sent
Landing Page Submission,Google,1,10.0,257,2.5,Email Opened,Operations Management,Unemployed,Closed by Horizzon,Email Opened
API,Organic Search,0,5.0,29,5.0,Email Opened,Media and Advertising,Unemployed,Unknown,Email Opened
Landing Page Submission,Direct Traffic,0,7.0,12,2.33,Email Opened,Human Resource Management,Unemployed,invalid number,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Lead Add Form,Welingak Website,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Will revert after reading the email,Email Opened
Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,Unknown,SMS Sent
Landing Page Submission,Organic Search,0,2.0,16,2.0,Email Bounced,Travel and Tourism,Unknown,Unknown,Modified
API,Google,0,3.0,127,3.0,Email Opened,Unknown,Unemployed,Ringing,Email Opened
Landing Page Submission,Google,0,2.0,238,2.0,Converted to Lead,Travel and Tourism,Unemployed,Graduation in progress,Modified
Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,0,6.0,24,6.0,SMS Sent,Business Administration,Unemployed,Ringing,SMS Sent
API,Organic Search,1,3.0,1508,3.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Google,0,2.0,72,1.0,Email Opened,Unknown,Unemployed,Interested in other courses,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Interested  in full time MBA,Modified
Landing Page Submission,Direct Traffic,0,7.0,1591,7.0,Email Opened,Operations Management,Unemployed,Already a student,Email Opened
Lead Add Form,Reference,1,2.0,1561,2.0,Email Opened,Operations Management,Unemployed,Closed by Horizzon,Email Opened
Landing Page Submission,Google,0,6.0,128,3.0,SMS Sent,Human Resource Management,Unemployed,Busy,SMS Sent
Landing Page Submission,Direct Traffic,1,10.0,1343,2.5,Email Opened,Human Resource Management,Unemployed,Unknown,Email Opened
Landing Page Submission,Direct Traffic,1,2.0,1650,2.0,SMS Sent,"Banking, Investment And Insurance",Unknown,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,1.0,71,1.0,Email Bounced,Finance Management,Unemployed,Already a student,Modified
Landing Page Submission,Organic Search,0,4.0,342,2.0,Email Opened,Human Resource Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,0,2.0,310,2.0,SMS Sent,Marketing Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Organic Search,0,13.0,139,13.0,Email Opened,International Business,Unemployed,switched off,Email Opened
Landing Page Submission,Organic Search,0,5.0,263,2.5,SMS Sent,Operations Management,Unknown,Unknown,Modified
Landing Page Submission,Google,1,3.0,676,3.0,SMS Sent,Hospitality Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,221,2.0,Page Visited on Website,IT Projects Management,Unemployed,Already a student,Modified
Landing Page Submission,Direct Traffic,0,4.0,217,4.0,Email Opened,Retail Management,Unemployed,Graduation in progress,Email Opened
Landing Page Submission,Direct Traffic,0,1.0,157,1.0,Email Bounced,Hospitality Management,Unemployed,Not doing further education,Email Bounced
Landing Page Submission,Organic Search,0,7.0,715,7.0,Email Bounced,Finance Management,Unknown,Unknown,Modified
API,Olark Chat,0,3.0,738,1.5,Form Submitted on Website,Travel and Tourism,Unemployed,Interested in other courses,Modified
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Interested in other courses,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Already a student,Modified
Landing Page Submission,Direct Traffic,0,4.0,752,1.33,Email Opened,Human Resource Management,Unemployed,Already a student,Email Opened
Landing Page Submission,Direct Traffic,0,5.0,1059,2.5,Email Opened,Rural and Agribusiness,Unemployed,Interested in other courses,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,206,1.5,Email Opened,International Business,Student,Already a student,Email Opened
Landing Page Submission,Organic Search,0,17.0,336,5.67,Olark Chat Conversation,IT Projects Management,Unemployed,Busy,Modified
Landing Page Submission,Organic Search,0,6.0,96,3.0,Page Visited on Website,Media and Advertising,Unknown,Unknown,Page Visited on Website
Landing Page Submission,Organic Search,0,2.0,54,2.0,Converted to Lead,Operations Management,Unemployed,Diploma holder (Not Eligible),Modified
Landing Page Submission,Organic Search,1,6.0,1171,2.0,Email Opened,Supply Chain Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,2.0,7,2.0,Email Opened,Finance Management,Unemployed,Already a student,Email Opened
Landing Page Submission,Direct Traffic,0,2.0,989,2.0,Form Submitted on Website,Retail Management,Unemployed,number not provided,Modified
Landing Page Submission,Direct Traffic,0,1.0,468,1.0,Email Bounced,IT Projects Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,2.0,187,2.0,SMS Sent,IT Projects Management,Unemployed,Busy,SMS Sent
Landing Page Submission,Organic Search,0,4.0,726,4.0,SMS Sent,Marketing Management,Unemployed,Unknown,SMS Sent
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,143,2.0,Page Visited on Website,Marketing Management,Unemployed,Already a student,Page Visited on Website
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Interested  in full time MBA,Modified
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,Unknown,SMS Sent
API,Olark Chat,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
API,Google,1,2.0,888,1.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
API,Direct Traffic,0,2.0,381,2.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
Lead Add Form,Reference,1,0.0,365,0.0,Approached upfront,Unknown,Unemployed,Closed by Horizzon,Modified
Landing Page Submission,Direct Traffic,0,2.0,1477,2.0,Page Visited on Website,IT Projects Management,Unknown,Unknown,Modified
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Services Excellence,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,1669,2.0,SMS Sent,Operations Management,Unemployed,number not provided,SMS Sent
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
API,Olark Chat,1,9.0,932,3.0,Email Opened,Operations Management,Unemployed,Unknown,Email Opened
Landing Page Submission,Organic Search,1,20.0,213,4.0,SMS Sent,Travel and Tourism,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Already a student,Email Opened
API,Google,0,4.0,554,4.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
API,Google,0,2.0,360,2.0,Email Opened,Marketing Management,Student,Already a student,Email Opened
Landing Page Submission,Google,1,4.0,1385,4.0,SMS Sent,Human Resource Management,Unemployed,Busy,SMS Sent
